station_identifier,date,observation_type,observation_value,TMAX_F,month,country_code
ITE00100554,1765-01-01,TMAX,6.6,43.879999999999995,1,ITE
ITE00100554,1765-01-02,TMAX,6.3,43.34,1,ITE
ITE00100554,1765-01-03,TMAX,6.8,44.24,1,ITE
ITE00100554,1765-01-04,TMAX,7.6,45.68,1,ITE
ITE00100554,1765-01-05,TMAX,6.8,44.24,1,ITE
ITE00100554,1765-01-06,TMAX,5.6,42.08,1,ITE
ITE00100554,1765-01-07,TMAX,6.1,42.980000000000004,1,ITE
ITE00100554,1765-01-08,TMAX,7.4,45.32,1,ITE
ITE00100554,1765-01-09,TMAX,5.3,41.54,1,ITE
ITE00100554,1765-01-10,TMAX,7.2,44.96,1,ITE
ITE00100554,1765-01-11,TMAX,6.4,43.52,1,ITE
ITE00100554,1765-01-12,TMAX,6.4,43.52,1,ITE
ITE00100554,1765-01-13,TMAX,8.4,47.120000000000005,1,ITE
ITE00100554,1765-01-14,TMAX,7.8,46.04,1,ITE
ITE00100554,1765-01-15,TMAX,8.2,46.76,1,ITE
ITE00100554,1765-01-16,TMAX,7.2,44.96,1,ITE
ITE00100554,1765-01-17,TMAX,6.3,43.34,1,ITE
ITE00100554,1765-01-18,TMAX,7.1,44.78,1,ITE
ITE00100554,1765-01-19,TMAX,5.3,41.54,1,ITE
ITE00100554,1765-01-20,TMAX,4.5,40.1,1,ITE
ITE00100554,1765-01-21,TMAX,4.4,39.92,1,ITE
ITE00100554,1765-01-22,TMAX,4.4,39.92,1,ITE
ITE00100554,1765-01-23,TMAX,5.3,41.54,1,ITE
ITE00100554,1765-01-24,TMAX,6.3,43.34,1,ITE
ITE00100554,1765-01-25,TMAX,6.7,44.06,1,ITE
ITE00100554,1765-01-26,TMAX,8.3,46.94,1,ITE
ITE00100554,1765-01-27,TMAX,7.6,45.68,1,ITE
ITE00100554,1765-01-28,TMAX,7.2,44.96,1,ITE
ITE00100554,1765-01-29,TMAX,9.0,48.2,1,ITE
ITE00100554,1765-01-30,TMAX,7.6,45.68,1,ITE
ITE00100554,1765-01-31,TMAX,7.4,45.32,1,ITE
ITE00100554,1765-02-01,TMAX,4.6,40.28,2,ITE
ITE00100554,1765-02-02,TMAX,3.6,38.480000000000004,2,ITE
ITE00100554,1765-02-03,TMAX,3.6,38.480000000000004,2,ITE
ITE00100554,1765-02-04,TMAX,3.2,37.76,2,ITE
ITE00100554,1765-02-05,TMAX,3.9,39.019999999999996,2,ITE
ITE00100554,1765-02-06,TMAX,5.9,42.620000000000005,2,ITE
ITE00100554,1765-02-07,TMAX,7.5,45.5,2,ITE
ITE00100554,1765-02-08,TMAX,7.0,44.6,2,ITE
ITE00100554,1765-02-09,TMAX,6.1,42.980000000000004,2,ITE
ITE00100554,1765-02-10,TMAX,5.8,42.44,2,ITE
ITE00100554,1765-02-11,TMAX,4.5,40.1,2,ITE
ITE00100554,1765-02-12,TMAX,3.6,38.480000000000004,2,ITE
ITE00100554,1765-02-13,TMAX,3.0,37.4,2,ITE
ITE00100554,1765-02-14,TMAX,4.5,40.1,2,ITE
ITE00100554,1765-02-15,TMAX,3.0,37.4,2,ITE
ITE00100554,1765-02-16,TMAX,2.4,36.32,2,ITE
ITE00100554,1765-02-17,TMAX,0.9,33.62,2,ITE
ITE00100554,1765-02-18,TMAX,1.8,35.24,2,ITE
ITE00100554,1765-02-19,TMAX,1.4,34.52,2,ITE
ITE00100554,1765-02-20,TMAX,2.6,36.68,2,ITE
ITE00100554,1765-02-21,TMAX,3.2,37.76,2,ITE
ITE00100554,1765-02-22,TMAX,3.5,38.3,2,ITE
ITE00100554,1765-02-23,TMAX,4.5,40.1,2,ITE
ITE00100554,1765-02-24,TMAX,5.7,42.26,2,ITE
ITE00100554,1765-02-25,TMAX,6.5,43.7,2,ITE
ITE00100554,1765-02-26,TMAX,6.3,43.34,2,ITE
ITE00100554,1765-02-27,TMAX,6.5,43.7,2,ITE
ITE00100554,1765-02-28,TMAX,2.3,36.14,2,ITE
ITE00100554,1765-03-01,TMAX,5.8,42.44,3,ITE
ITE00100554,1765-03-02,TMAX,6.0,42.8,3,ITE
ITE00100554,1765-03-03,TMAX,7.3,45.14,3,ITE
ITE00100554,1765-03-04,TMAX,7.8,46.04,3,ITE
ITE00100554,1765-03-05,TMAX,7.8,46.04,3,ITE
ITE00100554,1765-03-06,TMAX,8.1,46.58,3,ITE
ITE00100554,1765-03-07,TMAX,8.3,46.94,3,ITE
ITE00100554,1765-03-08,TMAX,9.2,48.56,3,ITE
ITE00100554,1765-03-09,TMAX,8.6,47.480000000000004,3,ITE
ITE00100554,1765-03-10,TMAX,7.0,44.6,3,ITE
ITE00100554,1765-03-11,TMAX,8.0,46.4,3,ITE
ITE00100554,1765-03-12,TMAX,8.0,46.4,3,ITE
ITE00100554,1765-03-13,TMAX,8.4,47.120000000000005,3,ITE
