station_identifier,date,observation_type,observation_value,TMAX_F,month,country_code
ITE00100554,1769-01-01,TMAX,4.9,40.82,1,ITE
ITE00100554,1769-01-02,TMAX,4.7,40.46,1,ITE
ITE00100554,1769-01-03,TMAX,3.8,38.84,1,ITE
ITE00100554,1769-01-04,TMAX,3.6,38.480000000000004,1,ITE
ITE00100554,1769-01-05,TMAX,3.5,38.3,1,ITE
ITE00100554,1769-01-06,TMAX,5.0,41.0,1,ITE
ITE00100554,1769-01-07,TMAX,4.7,40.46,1,ITE
ITE00100554,1769-01-08,TMAX,6.7,44.06,1,ITE
ITE00100554,1769-01-09,TMAX,5.0,41.0,1,ITE
ITE00100554,1769-01-10,TMAX,4.2,39.56,1,ITE
ITE00100554,1769-01-11,TMAX,3.0,37.4,1,ITE
ITE00100554,1769-01-12,TMAX,2.9,37.22,1,ITE
ITE00100554,1769-01-13,TMAX,5.3,41.54,1,ITE
ITE00100554,1769-01-14,TMAX,6.7,44.06,1,ITE
ITE00100554,1769-01-15,TMAX,4.5,40.1,1,ITE
ITE00100554,1769-01-16,TMAX,4.1,39.38,1,ITE
ITE00100554,1769-01-17,TMAX,3.7,38.66,1,ITE
ITE00100554,1769-01-18,TMAX,3.1,37.58,1,ITE
ITE00100554,1769-01-19,TMAX,3.4,38.12,1,ITE
ITE00100554,1769-01-20,TMAX,2.4,36.32,1,ITE
ITE00100554,1769-01-21,TMAX,2.4,36.32,1,ITE
ITE00100554,1769-01-22,TMAX,2.9,37.22,1,ITE
ITE00100554,1769-01-23,TMAX,4.9,40.82,1,ITE
ITE00100554,1769-01-24,TMAX,4.9,40.82,1,ITE
ITE00100554,1769-01-25,TMAX,6.0,42.8,1,ITE
ITE00100554,1769-01-26,TMAX,3.6,38.480000000000004,1,ITE
ITE00100554,1769-01-27,TMAX,5.4,41.72,1,ITE
ITE00100554,1769-01-28,TMAX,7.0,44.6,1,ITE
ITE00100554,1769-01-29,TMAX,6.3,43.34,1,ITE
ITE00100554,1769-01-30,TMAX,5.8,42.44,1,ITE
ITE00100554,1769-01-31,TMAX,2.2,35.96,1,ITE
ITE00100554,1769-02-01,TMAX,-0.3,31.46,2,ITE
ITE00100554,1769-02-02,TMAX,-0.6,30.92,2,ITE
ITE00100554,1769-02-03,TMAX,0.7,33.26,2,ITE
ITE00100554,1769-02-04,TMAX,0.5,32.9,2,ITE
ITE00100554,1769-02-05,TMAX,2.5,36.5,2,ITE
ITE00100554,1769-02-06,TMAX,3.7,38.66,2,ITE
ITE00100554,1769-02-07,TMAX,4.7,40.46,2,ITE
ITE00100554,1769-02-08,TMAX,3.2,37.76,2,ITE
ITE00100554,1769-02-09,TMAX,3.4,38.12,2,ITE
ITE00100554,1769-02-10,TMAX,6.7,44.06,2,ITE
ITE00100554,1769-02-11,TMAX,5.1,41.18,2,ITE
ITE00100554,1769-02-12,TMAX,5.8,42.44,2,ITE
ITE00100554,1769-02-13,TMAX,6.5,43.7,2,ITE
ITE00100554,1769-02-14,TMAX,7.0,44.6,2,ITE
ITE00100554,1769-02-15,TMAX,7.4,45.32,2,ITE
ITE00100554,1769-02-16,TMAX,7.7,45.86,2,ITE
ITE00100554,1769-02-17,TMAX,7.0,44.6,2,ITE
ITE00100554,1769-02-18,TMAX,7.2,44.96,2,ITE
ITE00100554,1769-02-19,TMAX,6.1,42.980000000000004,2,ITE
ITE00100554,1769-02-20,TMAX,6.4,43.52,2,ITE
ITE00100554,1769-02-21,TMAX,6.1,42.980000000000004,2,ITE
ITE00100554,1769-02-22,TMAX,5.9,42.620000000000005,2,ITE
ITE00100554,1769-02-23,TMAX,5.7,42.26,2,ITE
ITE00100554,1769-02-24,TMAX,3.7,38.66,2,ITE
ITE00100554,1769-02-25,TMAX,7.1,44.78,2,ITE
ITE00100554,1769-02-26,TMAX,5.7,42.26,2,ITE
ITE00100554,1769-02-27,TMAX,7.5,45.5,2,ITE
ITE00100554,1769-02-28,TMAX,8.0,46.4,2,ITE
ITE00100554,1769-03-01,TMAX,7.4,45.32,3,ITE
ITE00100554,1769-03-02,TMAX,9.9,49.82,3,ITE
ITE00100554,1769-03-03,TMAX,11.5,52.7,3,ITE
ITE00100554,1769-03-04,TMAX,11.4,52.519999999999996,3,ITE
ITE00100554,1769-03-05,TMAX,8.8,47.84,3,ITE
ITE00100554,1769-03-06,TMAX,9.6,49.28,3,ITE
ITE00100554,1769-03-07,TMAX,8.0,46.4,3,ITE
ITE00100554,1769-03-08,TMAX,8.0,46.4,3,ITE
ITE00100554,1769-03-09,TMAX,7.6,45.68,3,ITE
ITE00100554,1769-03-10,TMAX,8.5,47.3,3,ITE
ITE00100554,1769-03-11,TMAX,8.0,46.4,3,ITE
ITE00100554,1769-03-12,TMAX,7.8,46.04,3,ITE
ITE00100554,1769-03-13,TMAX,10.4,50.72,3,ITE
ITE00100554,1769-03-14,TMAX,10.5,50.900000000000006,3,ITE
ITE00100554,1769-03-15,TMAX,13.2,55.76,3,ITE
ITE00100554,1769-03-16,TMAX,12.0,53.6,3,ITE
ITE00100554,1769-03-17,TMAX,12.2,53.96,3,ITE
ITE00100554,1769-03-18,TMAX,11.0,51.8,3,ITE
ITE00100554,1769-03-19,TMAX,12.1,53.78,3,ITE
ITE00100554,1769-03-20,TMAX,11.1,51.980000000000004,3,ITE
ITE00100554,1769-03-21,TMAX,12.1,53.78,3,ITE
ITE00100554,1769-03-22,TMAX,11.1,51.980000000000004,3,ITE
ITE00100554,1769-03-23,TMAX,13.3,55.94,3,ITE
ITE00100554,1769-03-24,TMAX,13.3,55.94,3,ITE
ITE00100554,1769-03-25,TMAX,12.3,54.14,3,ITE
ITE00100554,1769-03-26,TMAX,9.8,49.64,3,ITE
ITE00100554,1769-03-27,TMAX,9.7,49.46,3,ITE
ITE00100554,1769-03-28,TMAX,10.3,50.540000000000006,3,ITE
ITE00100554,1769-03-29,TMAX,11.5,52.7,3,ITE
ITE00100554,1769-03-30,TMAX,9.0,48.2,3,ITE
ITE00100554,1769-03-31,TMAX,5.5,41.9,3,ITE
ITE00100554,1769-04-01,TMAX,8.2,46.76,4,ITE
ITE00100554,1769-04-02,TMAX,8.5,47.3,4,ITE
ITE00100554,1769-04-03,TMAX,10.4,50.72,4,ITE
ITE00100554,1769-04-04,TMAX,10.7,51.26,4,ITE
ITE00100554,1769-04-05,TMAX,11.2,52.16,4,ITE
ITE00100554,1769-04-06,TMAX,14.3,57.74,4,ITE
ITE00100554,1769-04-07,TMAX,14.7,58.46,4,ITE
ITE00100554,1769-04-08,TMAX,11.6,52.879999999999995,4,ITE
ITE00100554,1769-04-09,TMAX,14.4,57.92,4,ITE
ITE00100554,1769-04-10,TMAX,12.9,55.22,4,ITE
ITE00100554,1769-04-11,TMAX,13.7,56.66,4,ITE
ITE00100554,1769-04-12,TMAX,16.6,61.88,4,ITE
ITE00100554,1769-04-13,TMAX,16.4,61.519999999999996,4,ITE
ITE00100554,1769-04-14,TMAX,18.8,65.84,4,ITE
ITE00100554,1769-04-15,TMAX,18.6,65.48,4,ITE
ITE00100554,1769-04-16,TMAX,17.6,63.68000000000001,4,ITE
ITE00100554,1769-04-17,TMAX,16.2,61.16,4,ITE
ITE00100554,1769-04-18,TMAX,17.1,62.78,4,ITE
ITE00100554,1769-04-19,TMAX,15.1,59.18,4,ITE
ITE00100554,1769-04-20,TMAX,15.3,59.540000000000006,4,ITE
ITE00100554,1769-04-21,TMAX,18.4,65.12,4,ITE
ITE00100554,1769-04-22,TMAX,19.1,66.38,4,ITE
ITE00100554,1769-04-23,TMAX,17.8,64.03999999999999,4,ITE
ITE00100554,1769-04-24,TMAX,16.9,62.42,4,ITE
ITE00100554,1769-04-25,TMAX,20.3,68.53999999999999,4,ITE
ITE00100554,1769-04-26,TMAX,17.2,62.96,4,ITE
ITE00100554,1769-04-27,TMAX,20.9,69.62,4,ITE
ITE00100554,1769-04-28,TMAX,21.3,70.34,4,ITE
ITE00100554,1769-04-29,TMAX,20.9,69.62,4,ITE
ITE00100554,1769-04-30,TMAX,20.3,68.53999999999999,4,ITE
ITE00100554,1769-05-01,TMAX,21.5,70.7,5,ITE
ITE00100554,1769-05-02,TMAX,20.3,68.53999999999999,5,ITE
ITE00100554,1769-05-03,TMAX,18.5,65.30000000000001,5,ITE
ITE00100554,1769-05-04,TMAX,19.0,66.2,5,ITE
ITE00100554,1769-05-05,TMAX,20.3,68.53999999999999,5,ITE
ITE00100554,1769-05-06,TMAX,19.8,67.64,5,ITE
ITE00100554,1769-05-07,TMAX,20.7,69.25999999999999,5,ITE
ITE00100554,1769-05-08,TMAX,16.5,61.7,5,ITE
ITE00100554,1769-05-09,TMAX,17.8,64.03999999999999,5,ITE
ITE00100554,1769-05-10,TMAX,18.1,64.58000000000001,5,ITE
ITE00100554,1769-05-11,TMAX,19.3,66.74000000000001,5,ITE
ITE00100554,1769-05-12,TMAX,18.4,65.12,5,ITE
ITE00100554,1769-05-13,TMAX,16.2,61.16,5,ITE
ITE00100554,1769-05-14,TMAX,17.1,62.78,5,ITE
ITE00100554,1769-05-15,TMAX,15.6,60.08,5,ITE
ITE00100554,1769-05-16,TMAX,18.9,66.02,5,ITE
ITE00100554,1769-05-17,TMAX,19.7,67.46000000000001,5,ITE
ITE00100554,1769-05-18,TMAX,20.7,69.25999999999999,5,ITE
ITE00100554,1769-05-19,TMAX,19.2,66.56,5,ITE
ITE00100554,1769-05-20,TMAX,21.8,71.24000000000001,5,ITE
ITE00100554,1769-05-21,TMAX,22.9,73.22,5,ITE
ITE00100554,1769-05-22,TMAX,23.5,74.30000000000001,5,ITE
ITE00100554,1769-05-23,TMAX,26.6,79.88,5,ITE
ITE00100554,1769-05-24,TMAX,27.0,80.6,5,ITE
ITE00100554,1769-05-25,TMAX,26.7,80.06,5,ITE
ITE00100554,1769-05-26,TMAX,26.0,78.80000000000001,5,ITE
ITE00100554,1769-05-27,TMAX,23.9,75.02,5,ITE
ITE00100554,1769-05-28,TMAX,25.3,77.53999999999999,5,ITE
ITE00100554,1769-05-29,TMAX,24.2,75.56,5,ITE
ITE00100554,1769-05-30,TMAX,22.4,72.32,5,ITE
ITE00100554,1769-05-31,TMAX,23.7,74.66,5,ITE
ITE00100554,1769-06-01,TMAX,24.7,76.46000000000001,6,ITE
ITE00100554,1769-06-02,TMAX,25.4,77.72,6,ITE
ITE00100554,1769-06-03,TMAX,23.4,74.12,6,ITE
ITE00100554,1769-06-04,TMAX,23.6,74.48,6,ITE
ITE00100554,1769-06-05,TMAX,26.0,78.80000000000001,6,ITE
ITE00100554,1769-06-06,TMAX,25.2,77.36,6,ITE
ITE00100554,1769-06-07,TMAX,25.4,77.72,6,ITE
ITE00100554,1769-06-08,TMAX,27.6,81.68,6,ITE
ITE00100554,1769-06-09,TMAX,29.5,85.1,6,ITE
ITE00100554,1769-06-10,TMAX,29.9,85.82,6,ITE
ITE00100554,1769-06-11,TMAX,30.5,86.9,6,ITE
ITE00100554,1769-06-12,TMAX,30.5,86.9,6,ITE
ITE00100554,1769-06-13,TMAX,28.5,83.30000000000001,6,ITE
ITE00100554,1769-06-14,TMAX,26.3,79.34,6,ITE
ITE00100554,1769-06-15,TMAX,19.8,67.64,6,ITE
ITE00100554,1769-06-16,TMAX,20.9,69.62,6,ITE
ITE00100554,1769-06-17,TMAX,23.2,73.75999999999999,6,ITE
ITE00100554,1769-06-18,TMAX,23.6,74.48,6,ITE
ITE00100554,1769-06-19,TMAX,20.5,68.9,6,ITE
ITE00100554,1769-06-20,TMAX,23.4,74.12,6,ITE
ITE00100554,1769-06-21,TMAX,24.9,76.82,6,ITE
ITE00100554,1769-06-22,TMAX,25.5,77.9,6,ITE
ITE00100554,1769-06-23,TMAX,24.8,76.64,6,ITE
ITE00100554,1769-06-24,TMAX,26.3,79.34,6,ITE
ITE00100554,1769-06-25,TMAX,26.1,78.98,6,ITE
ITE00100554,1769-06-26,TMAX,27.1,80.78,6,ITE
ITE00100554,1769-06-27,TMAX,28.2,82.75999999999999,6,ITE
ITE00100554,1769-06-28,TMAX,26.5,79.7,6,ITE
ITE00100554,1769-06-29,TMAX,29.3,84.74000000000001,6,ITE
ITE00100554,1769-06-30,TMAX,24.9,76.82,6,ITE
ITE00100554,1769-07-01,TMAX,25.0,77.0,7,ITE
ITE00100554,1769-07-02,TMAX,27.5,81.5,7,ITE
ITE00100554,1769-07-03,TMAX,24.7,76.46000000000001,7,ITE
ITE00100554,1769-07-04,TMAX,23.1,73.58000000000001,7,ITE
ITE00100554,1769-07-05,TMAX,26.1,78.98,7,ITE
ITE00100554,1769-07-06,TMAX,28.2,82.75999999999999,7,ITE
ITE00100554,1769-07-07,TMAX,29.1,84.38,7,ITE
ITE00100554,1769-07-08,TMAX,28.4,83.12,7,ITE
ITE00100554,1769-07-09,TMAX,26.5,79.7,7,ITE
ITE00100554,1769-07-10,TMAX,20.5,68.9,7,ITE
ITE00100554,1769-07-11,TMAX,23.1,73.58000000000001,7,ITE
ITE00100554,1769-07-12,TMAX,24.4,75.92,7,ITE
ITE00100554,1769-07-13,TMAX,26.3,79.34,7,ITE
ITE00100554,1769-07-14,TMAX,27.9,82.22,7,ITE
