station_identifier,date,observation_type,observation_value,TMAX_F,month,country_code
EZE00100082,1778-01-01,TMAX,3.3,37.94,1,EZE
ITE00100554,1778-01-01,TMAX,1.9,35.42,1,ITE
EZE00100082,1778-01-02,TMAX,0.7,33.26,1,EZE
ITE00100554,1778-01-02,TMAX,2.5,36.5,1,ITE
EZE00100082,1778-01-03,TMAX,0.2,32.36,1,EZE
ITE00100554,1778-01-03,TMAX,1.9,35.42,1,ITE
EZE00100082,1778-01-04,TMAX,-1.0,30.2,1,EZE
ITE00100554,1778-01-04,TMAX,0.6,33.08,1,ITE
EZE00100082,1778-01-05,TMAX,-2.0,28.4,1,EZE
ITE00100554,1778-01-05,TMAX,-0.3,31.46,1,ITE
ITE00100554,1778-01-06,TMAX,0.0,32.0,1,ITE
EZE00100082,1778-01-06,TMAX,-1.2,29.84,1,EZE
EZE00100082,1778-01-07,TMAX,0.6,33.08,1,EZE
ITE00100554,1778-01-07,TMAX,-0.6,30.92,1,ITE
EZE00100082,1778-01-08,TMAX,-1.3,29.66,1,EZE
ITE00100554,1778-01-08,TMAX,-1.3,29.66,1,ITE
EZE00100082,1778-01-09,TMAX,1.2,34.16,1,EZE
ITE00100554,1778-01-09,TMAX,0.0,32.0,1,ITE
EZE00100082,1778-01-10,TMAX,3.5,38.3,1,EZE
ITE00100554,1778-01-10,TMAX,1.6,34.88,1,ITE
ITE00100554,1778-01-11,TMAX,1.9,35.42,1,ITE
EZE00100082,1778-01-11,TMAX,1.3,34.34,1,EZE
ITE00100554,1778-01-12,TMAX,2.0,35.6,1,ITE
EZE00100082,1778-01-12,TMAX,0.6,33.08,1,EZE
EZE00100082,1778-01-13,TMAX,0.5,32.9,1,EZE
ITE00100554,1778-01-13,TMAX,1.9,35.42,1,ITE
EZE00100082,1778-01-14,TMAX,1.7,35.06,1,EZE
ITE00100554,1778-01-14,TMAX,0.6,33.08,1,ITE
EZE00100082,1778-01-15,TMAX,2.7,36.86,1,EZE
ITE00100554,1778-01-15,TMAX,1.3,34.34,1,ITE
EZE00100082,1778-01-16,TMAX,5.0,41.0,1,EZE
ITE00100554,1778-01-16,TMAX,2.1,35.78,1,ITE
EZE00100082,1778-01-17,TMAX,0.7,33.26,1,EZE
ITE00100554,1778-01-17,TMAX,2.5,36.5,1,ITE
ITE00100554,1778-01-18,TMAX,2.9,37.22,1,ITE
EZE00100082,1778-01-18,TMAX,4.5,40.1,1,EZE
EZE00100082,1778-01-19,TMAX,4.6,40.28,1,EZE
ITE00100554,1778-01-19,TMAX,1.3,34.34,1,ITE
EZE00100082,1778-01-20,TMAX,3.5,38.3,1,EZE
ITE00100554,1778-01-20,TMAX,2.5,36.5,1,ITE
EZE00100082,1778-01-21,TMAX,5.0,41.0,1,EZE
ITE00100554,1778-01-21,TMAX,3.1,37.58,1,ITE
EZE00100082,1778-01-22,TMAX,4.6,40.28,1,EZE
ITE00100554,1778-01-22,TMAX,2.5,36.5,1,ITE
ITE00100554,1778-01-23,TMAX,3.8,38.84,1,ITE
EZE00100082,1778-01-23,TMAX,6.0,42.8,1,EZE
EZE00100082,1778-01-24,TMAX,6.2,43.16,1,EZE
ITE00100554,1778-01-24,TMAX,3.8,38.84,1,ITE
EZE00100082,1778-01-25,TMAX,3.9,39.019999999999996,1,EZE
ITE00100554,1778-01-25,TMAX,3.1,37.58,1,ITE
EZE00100082,1778-01-26,TMAX,1.5,34.7,1,EZE
ITE00100554,1778-01-26,TMAX,3.3,37.94,1,ITE
EZE00100082,1778-01-27,TMAX,-5.9,21.38,1,EZE
ITE00100554,1778-01-27,TMAX,4.6,40.28,1,ITE
ITE00100554,1778-01-28,TMAX,5.0,41.0,1,ITE
EZE00100082,1778-01-28,TMAX,-2.1,28.22,1,EZE
EZE00100082,1778-01-29,TMAX,2.1,35.78,1,EZE
ITE00100554,1778-01-29,TMAX,3.3,37.94,1,ITE
EZE00100082,1778-01-30,TMAX,4.0,39.2,1,EZE
ITE00100554,1778-01-30,TMAX,5.0,41.0,1,ITE
EZE00100082,1778-01-31,TMAX,3.3,37.94,1,EZE
ITE00100554,1778-01-31,TMAX,5.0,41.0,1,ITE
EZE00100082,1778-02-01,TMAX,2.7,36.86,2,EZE
ITE00100554,1778-02-01,TMAX,5.0,41.0,2,ITE
EZE00100082,1778-02-02,TMAX,2.3,36.14,2,EZE
ITE00100554,1778-02-02,TMAX,3.4,38.12,2,ITE
ITE00100554,1778-02-03,TMAX,2.0,35.6,2,ITE
EZE00100082,1778-02-03,TMAX,-0.5,31.1,2,EZE
EZE00100082,1778-02-04,TMAX,3.1,37.58,2,EZE
ITE00100554,1778-02-04,TMAX,3.8,38.84,2,ITE
EZE00100082,1778-02-05,TMAX,1.1,33.98,2,EZE
ITE00100554,1778-02-05,TMAX,0.9,33.62,2,ITE
EZE00100082,1778-02-06,TMAX,0.5,32.9,2,EZE
ITE00100554,1778-02-06,TMAX,2.5,36.5,2,ITE
EZE00100082,1778-02-07,TMAX,1.4,34.52,2,EZE
ITE00100554,1778-02-07,TMAX,2.0,35.6,2,ITE
ITE00100554,1778-02-08,TMAX,3.3,37.94,2,ITE
EZE00100082,1778-02-08,TMAX,1.6,34.88,2,EZE
ITE00100554,1778-02-09,TMAX,4.6,40.28,2,ITE
EZE00100082,1778-02-09,TMAX,3.0,37.4,2,EZE
EZE00100082,1778-02-10,TMAX,2.7,36.86,2,EZE
ITE00100554,1778-02-10,TMAX,5.8,42.44,2,ITE
EZE00100082,1778-02-11,TMAX,6.1,42.980000000000004,2,EZE
ITE00100554,1778-02-11,TMAX,5.9,42.620000000000005,2,ITE
EZE00100082,1778-02-12,TMAX,3.7,38.66,2,EZE
ITE00100554,1778-02-12,TMAX,3.8,38.84,2,ITE
EZE00100082,1778-02-13,TMAX,0.5,32.9,2,EZE
ITE00100554,1778-02-13,TMAX,3.8,38.84,2,ITE
EZE00100082,1778-02-14,TMAX,-0.2,31.64,2,EZE
ITE00100554,1778-02-14,TMAX,5.0,41.0,2,ITE
ITE00100554,1778-02-15,TMAX,2.5,36.5,2,ITE
EZE00100082,1778-02-15,TMAX,1.6,34.88,2,EZE
EZE00100082,1778-02-16,TMAX,1.6,34.88,2,EZE
ITE00100554,1778-02-16,TMAX,2.5,36.5,2,ITE
EZE00100082,1778-02-17,TMAX,0.6,33.08,2,EZE
ITE00100554,1778-02-17,TMAX,2.5,36.5,2,ITE
