station_identifier,date,observation_type,observation_value,TMAX_F,month,country_code
ITE00100554,1771-01-01,TMAX,6.3,43.34,1,ITE
ITE00100554,1771-01-02,TMAX,6.3,43.34,1,ITE
ITE00100554,1771-01-03,TMAX,6.6,43.879999999999995,1,ITE
ITE00100554,1771-01-04,TMAX,6.8,44.24,1,ITE
ITE00100554,1771-01-05,TMAX,5.1,41.18,1,ITE
ITE00100554,1771-01-06,TMAX,4.6,40.28,1,ITE
ITE00100554,1771-01-07,TMAX,3.7,38.66,1,ITE
ITE00100554,1771-01-08,TMAX,0.5,32.9,1,ITE
ITE00100554,1771-01-09,TMAX,1.5,34.7,1,ITE
ITE00100554,1771-01-10,TMAX,0.0,32.0,1,ITE
ITE00100554,1771-01-11,TMAX,-2.2,28.04,1,ITE
ITE00100554,1771-01-12,TMAX,1.2,34.16,1,ITE
ITE00100554,1771-01-13,TMAX,1.2,34.16,1,ITE
ITE00100554,1771-01-14,TMAX,2.4,36.32,1,ITE
ITE00100554,1771-01-15,TMAX,-0.7,30.74,1,ITE
ITE00100554,1771-01-16,TMAX,2.8,37.04,1,ITE
ITE00100554,1771-01-17,TMAX,3.7,38.66,1,ITE
ITE00100554,1771-01-18,TMAX,4.0,39.2,1,ITE
ITE00100554,1771-01-19,TMAX,4.3,39.74,1,ITE
ITE00100554,1771-01-20,TMAX,5.5,41.9,1,ITE
ITE00100554,1771-01-21,TMAX,4.8,40.64,1,ITE
ITE00100554,1771-01-22,TMAX,6.7,44.06,1,ITE
ITE00100554,1771-01-23,TMAX,5.7,42.26,1,ITE
ITE00100554,1771-01-24,TMAX,6.3,43.34,1,ITE
ITE00100554,1771-01-25,TMAX,6.0,42.8,1,ITE
ITE00100554,1771-01-26,TMAX,6.1,42.980000000000004,1,ITE
ITE00100554,1771-01-27,TMAX,5.4,41.72,1,ITE
ITE00100554,1771-01-28,TMAX,5.2,41.36,1,ITE
ITE00100554,1771-01-29,TMAX,6.6,43.879999999999995,1,ITE
ITE00100554,1771-01-30,TMAX,6.0,42.8,1,ITE
ITE00100554,1771-01-31,TMAX,6.3,43.34,1,ITE
ITE00100554,1771-02-01,TMAX,4.9,40.82,2,ITE
ITE00100554,1771-02-02,TMAX,6.9,44.42,2,ITE
ITE00100554,1771-02-03,TMAX,11.2,52.16,2,ITE
ITE00100554,1771-02-04,TMAX,6.8,44.24,2,ITE
ITE00100554,1771-02-05,TMAX,7.6,45.68,2,ITE
ITE00100554,1771-02-06,TMAX,5.7,42.26,2,ITE
ITE00100554,1771-02-07,TMAX,2.6,36.68,2,ITE
ITE00100554,1771-02-08,TMAX,2.4,36.32,2,ITE
ITE00100554,1771-02-09,TMAX,1.9,35.42,2,ITE
ITE00100554,1771-02-10,TMAX,2.0,35.6,2,ITE
ITE00100554,1771-02-11,TMAX,3.5,38.3,2,ITE
ITE00100554,1771-02-12,TMAX,1.2,34.16,2,ITE
ITE00100554,1771-02-13,TMAX,-0.2,31.64,2,ITE
ITE00100554,1771-02-14,TMAX,3.2,37.76,2,ITE
ITE00100554,1771-02-15,TMAX,2.8,37.04,2,ITE
ITE00100554,1771-02-16,TMAX,2.9,37.22,2,ITE
ITE00100554,1771-02-17,TMAX,3.6,38.480000000000004,2,ITE
ITE00100554,1771-02-18,TMAX,5.3,41.54,2,ITE
ITE00100554,1771-02-19,TMAX,3.6,38.480000000000004,2,ITE
ITE00100554,1771-02-20,TMAX,6.1,42.980000000000004,2,ITE
ITE00100554,1771-02-21,TMAX,6.9,44.42,2,ITE
ITE00100554,1771-02-22,TMAX,5.9,42.620000000000005,2,ITE
ITE00100554,1771-02-23,TMAX,7.3,45.14,2,ITE
ITE00100554,1771-02-24,TMAX,8.3,46.94,2,ITE
ITE00100554,1771-02-25,TMAX,6.4,43.52,2,ITE
ITE00100554,1771-02-26,TMAX,6.3,43.34,2,ITE
ITE00100554,1771-02-27,TMAX,6.8,44.24,2,ITE
ITE00100554,1771-02-28,TMAX,8.0,46.4,2,ITE
ITE00100554,1771-03-01,TMAX,6.8,44.24,3,ITE
ITE00100554,1771-03-02,TMAX,8.2,46.76,3,ITE
ITE00100554,1771-03-03,TMAX,8.1,46.58,3,ITE
ITE00100554,1771-03-04,TMAX,8.5,47.3,3,ITE
ITE00100554,1771-03-05,TMAX,8.0,46.4,3,ITE
ITE00100554,1771-03-06,TMAX,7.3,45.14,3,ITE
ITE00100554,1771-03-07,TMAX,7.8,46.04,3,ITE
ITE00100554,1771-03-08,TMAX,9.0,48.2,3,ITE
ITE00100554,1771-03-09,TMAX,9.1,48.379999999999995,3,ITE
ITE00100554,1771-03-10,TMAX,7.1,44.78,3,ITE
ITE00100554,1771-03-11,TMAX,9.7,49.46,3,ITE
ITE00100554,1771-03-12,TMAX,10.7,51.26,3,ITE
ITE00100554,1771-03-13,TMAX,8.9,48.019999999999996,3,ITE
ITE00100554,1771-03-14,TMAX,13.4,56.120000000000005,3,ITE
ITE00100554,1771-03-15,TMAX,13.5,56.3,3,ITE
ITE00100554,1771-03-16,TMAX,13.5,56.3,3,ITE
ITE00100554,1771-03-17,TMAX,14.1,57.379999999999995,3,ITE
ITE00100554,1771-03-18,TMAX,13.5,56.3,3,ITE
ITE00100554,1771-03-19,TMAX,13.7,56.66,3,ITE
ITE00100554,1771-03-20,TMAX,12.3,54.14,3,ITE
ITE00100554,1771-03-21,TMAX,12.1,53.78,3,ITE
ITE00100554,1771-03-22,TMAX,12.8,55.040000000000006,3,ITE
ITE00100554,1771-03-23,TMAX,7.4,45.32,3,ITE
ITE00100554,1771-03-24,TMAX,4.1,39.38,3,ITE
ITE00100554,1771-03-25,TMAX,4.7,40.46,3,ITE
ITE00100554,1771-03-26,TMAX,4.2,39.56,3,ITE
ITE00100554,1771-03-27,TMAX,7.1,44.78,3,ITE
ITE00100554,1771-03-28,TMAX,9.6,49.28,3,ITE
ITE00100554,1771-03-29,TMAX,10.6,51.08,3,ITE
ITE00100554,1771-03-30,TMAX,10.7,51.26,3,ITE
ITE00100554,1771-03-31,TMAX,10.2,50.36,3,ITE
ITE00100554,1771-04-01,TMAX,9.7,49.46,4,ITE
ITE00100554,1771-04-02,TMAX,8.9,48.019999999999996,4,ITE
ITE00100554,1771-04-03,TMAX,8.3,46.94,4,ITE
ITE00100554,1771-04-04,TMAX,10.0,50.0,4,ITE
ITE00100554,1771-04-05,TMAX,10.9,51.620000000000005,4,ITE
ITE00100554,1771-04-06,TMAX,12.2,53.96,4,ITE
ITE00100554,1771-04-07,TMAX,13.4,56.120000000000005,4,ITE
ITE00100554,1771-04-08,TMAX,13.2,55.76,4,ITE
ITE00100554,1771-04-09,TMAX,14.0,57.2,4,ITE
ITE00100554,1771-04-10,TMAX,14.1,57.379999999999995,4,ITE
ITE00100554,1771-04-11,TMAX,14.9,58.82,4,ITE
ITE00100554,1771-04-12,TMAX,17.2,62.96,4,ITE
ITE00100554,1771-04-13,TMAX,14.9,58.82,4,ITE
ITE00100554,1771-04-14,TMAX,15.9,60.620000000000005,4,ITE
ITE00100554,1771-04-15,TMAX,13.6,56.480000000000004,4,ITE
ITE00100554,1771-04-16,TMAX,15.4,59.72,4,ITE
ITE00100554,1771-04-17,TMAX,12.6,54.68,4,ITE
ITE00100554,1771-04-18,TMAX,11.5,52.7,4,ITE
ITE00100554,1771-04-19,TMAX,9.4,48.92,4,ITE
ITE00100554,1771-04-20,TMAX,12.2,53.96,4,ITE
ITE00100554,1771-04-21,TMAX,11.6,52.879999999999995,4,ITE
ITE00100554,1771-04-22,TMAX,13.1,55.58,4,ITE
ITE00100554,1771-04-23,TMAX,15.4,59.72,4,ITE
ITE00100554,1771-04-24,TMAX,15.0,59.0,4,ITE
ITE00100554,1771-04-25,TMAX,14.7,58.46,4,ITE
ITE00100554,1771-04-26,TMAX,17.4,63.31999999999999,4,ITE
ITE00100554,1771-04-27,TMAX,16.5,61.7,4,ITE
ITE00100554,1771-04-28,TMAX,17.2,62.96,4,ITE
ITE00100554,1771-04-29,TMAX,16.6,61.88,4,ITE
ITE00100554,1771-04-30,TMAX,14.1,57.379999999999995,4,ITE
ITE00100554,1771-05-01,TMAX,15.5,59.900000000000006,5,ITE
ITE00100554,1771-05-02,TMAX,17.5,63.5,5,ITE
ITE00100554,1771-05-03,TMAX,18.8,65.84,5,ITE
ITE00100554,1771-05-04,TMAX,20.3,68.53999999999999,5,ITE
ITE00100554,1771-05-05,TMAX,17.2,62.96,5,ITE
ITE00100554,1771-05-06,TMAX,17.8,64.03999999999999,5,ITE
ITE00100554,1771-05-07,TMAX,18.6,65.48,5,ITE
ITE00100554,1771-05-08,TMAX,20.1,68.18,5,ITE
ITE00100554,1771-05-09,TMAX,20.4,68.72,5,ITE
ITE00100554,1771-05-10,TMAX,19.1,66.38,5,ITE
ITE00100554,1771-05-11,TMAX,21.6,70.88,5,ITE
ITE00100554,1771-05-12,TMAX,19.7,67.46000000000001,5,ITE
ITE00100554,1771-05-13,TMAX,21.5,70.7,5,ITE
ITE00100554,1771-05-14,TMAX,24.0,75.2,5,ITE
ITE00100554,1771-05-15,TMAX,24.5,76.1,5,ITE
ITE00100554,1771-05-16,TMAX,25.9,78.62,5,ITE
ITE00100554,1771-05-17,TMAX,24.7,76.46000000000001,5,ITE
ITE00100554,1771-05-18,TMAX,19.1,66.38,5,ITE
ITE00100554,1771-05-19,TMAX,19.1,66.38,5,ITE
ITE00100554,1771-05-20,TMAX,21.0,69.80000000000001,5,ITE
ITE00100554,1771-05-21,TMAX,23.1,73.58000000000001,5,ITE
ITE00100554,1771-05-22,TMAX,24.7,76.46000000000001,5,ITE
ITE00100554,1771-05-23,TMAX,24.8,76.64,5,ITE
ITE00100554,1771-05-24,TMAX,24.7,76.46000000000001,5,ITE
ITE00100554,1771-05-25,TMAX,25.8,78.44,5,ITE
ITE00100554,1771-05-26,TMAX,25.8,78.44,5,ITE
ITE00100554,1771-05-27,TMAX,25.1,77.18,5,ITE
ITE00100554,1771-05-28,TMAX,25.6,78.08000000000001,5,ITE
ITE00100554,1771-05-29,TMAX,25.1,77.18,5,ITE
ITE00100554,1771-05-30,TMAX,25.4,77.72,5,ITE
ITE00100554,1771-05-31,TMAX,25.9,78.62,5,ITE
ITE00100554,1771-06-01,TMAX,23.7,74.66,6,ITE
ITE00100554,1771-06-02,TMAX,24.0,75.2,6,ITE
ITE00100554,1771-06-03,TMAX,20.2,68.36,6,ITE
ITE00100554,1771-06-04,TMAX,23.5,74.30000000000001,6,ITE
ITE00100554,1771-06-05,TMAX,19.9,67.82,6,ITE
ITE00100554,1771-06-06,TMAX,23.5,74.30000000000001,6,ITE
ITE00100554,1771-06-07,TMAX,25.4,77.72,6,ITE
ITE00100554,1771-06-08,TMAX,26.0,78.80000000000001,6,ITE
