station_identifier,date,observation_type,observation_value,TMAX_F,month,country_code
ITE00100554,1768-01-01,TMAX,-3.3,26.060000000000002,1,ITE
ITE00100554,1768-01-02,TMAX,-0.1,31.82,1,ITE
ITE00100554,1768-01-03,TMAX,-1.8,28.759999999999998,1,ITE
ITE00100554,1768-01-04,TMAX,-0.8,30.56,1,ITE
ITE00100554,1768-01-05,TMAX,-4.6,23.72,1,ITE
ITE00100554,1768-01-06,TMAX,-3.4,25.88,1,ITE
ITE00100554,1768-01-07,TMAX,-2.1,28.22,1,ITE
ITE00100554,1768-01-08,TMAX,-0.7,30.74,1,ITE
ITE00100554,1768-01-09,TMAX,-0.7,30.74,1,ITE
ITE00100554,1768-01-10,TMAX,1.7,35.06,1,ITE
ITE00100554,1768-01-11,TMAX,2.9,37.22,1,ITE
ITE00100554,1768-01-12,TMAX,1.3,34.34,1,ITE
ITE00100554,1768-01-13,TMAX,0.2,32.36,1,ITE
ITE00100554,1768-01-14,TMAX,-0.9,30.38,1,ITE
ITE00100554,1768-01-15,TMAX,-2.3,27.86,1,ITE
ITE00100554,1768-01-16,TMAX,-0.2,31.64,1,ITE
ITE00100554,1768-01-17,TMAX,2.1,35.78,1,ITE
ITE00100554,1768-01-18,TMAX,1.8,35.24,1,ITE
ITE00100554,1768-01-19,TMAX,2.5,36.5,1,ITE
ITE00100554,1768-01-20,TMAX,3.0,37.4,1,ITE
ITE00100554,1768-01-21,TMAX,3.2,37.76,1,ITE
ITE00100554,1768-01-22,TMAX,3.7,38.66,1,ITE
ITE00100554,1768-01-23,TMAX,3.6,38.480000000000004,1,ITE
ITE00100554,1768-01-24,TMAX,4.0,39.2,1,ITE
ITE00100554,1768-01-25,TMAX,0.2,32.36,1,ITE
ITE00100554,1768-01-26,TMAX,0.3,32.54,1,ITE
ITE00100554,1768-01-27,TMAX,0.1,32.18,1,ITE
ITE00100554,1768-01-28,TMAX,1.7,35.06,1,ITE
ITE00100554,1768-01-29,TMAX,2.2,35.96,1,ITE
ITE00100554,1768-01-30,TMAX,2.0,35.6,1,ITE
ITE00100554,1768-01-31,TMAX,1.3,34.34,1,ITE
ITE00100554,1768-02-01,TMAX,2.0,35.6,2,ITE
ITE00100554,1768-02-02,TMAX,3.4,38.12,2,ITE
ITE00100554,1768-02-03,TMAX,3.4,38.12,2,ITE
ITE00100554,1768-02-04,TMAX,3.1,37.58,2,ITE
ITE00100554,1768-02-05,TMAX,1.7,35.06,2,ITE
ITE00100554,1768-02-06,TMAX,1.0,33.8,2,ITE
ITE00100554,1768-02-07,TMAX,0.5,32.9,2,ITE
ITE00100554,1768-02-08,TMAX,1.1,33.98,2,ITE
ITE00100554,1768-02-09,TMAX,0.5,32.9,2,ITE
ITE00100554,1768-02-10,TMAX,1.1,33.98,2,ITE
ITE00100554,1768-02-11,TMAX,2.1,35.78,2,ITE
ITE00100554,1768-02-12,TMAX,3.1,37.58,2,ITE
ITE00100554,1768-02-13,TMAX,4.4,39.92,2,ITE
ITE00100554,1768-02-14,TMAX,5.6,42.08,2,ITE
ITE00100554,1768-02-15,TMAX,6.2,43.16,2,ITE
ITE00100554,1768-02-16,TMAX,7.0,44.6,2,ITE
ITE00100554,1768-02-17,TMAX,5.3,41.54,2,ITE
ITE00100554,1768-02-18,TMAX,2.3,36.14,2,ITE
ITE00100554,1768-02-19,TMAX,1.3,34.34,2,ITE
ITE00100554,1768-02-20,TMAX,3.3,37.94,2,ITE
ITE00100554,1768-02-21,TMAX,4.1,39.38,2,ITE
ITE00100554,1768-02-22,TMAX,5.9,42.620000000000005,2,ITE
ITE00100554,1768-02-23,TMAX,6.9,44.42,2,ITE
ITE00100554,1768-02-24,TMAX,7.5,45.5,2,ITE
ITE00100554,1768-02-25,TMAX,6.8,44.24,2,ITE
ITE00100554,1768-02-26,TMAX,5.4,41.72,2,ITE
ITE00100554,1768-02-27,TMAX,5.4,41.72,2,ITE
ITE00100554,1768-02-28,TMAX,10.2,50.36,2,ITE
ITE00100554,1768-02-29,TMAX,8.8,47.84,2,ITE
ITE00100554,1768-03-01,TMAX,11.5,52.7,3,ITE
ITE00100554,1768-03-02,TMAX,11.5,52.7,3,ITE
ITE00100554,1768-03-03,TMAX,12.0,53.6,3,ITE
ITE00100554,1768-03-04,TMAX,6.5,43.7,3,ITE
ITE00100554,1768-03-05,TMAX,3.0,37.4,3,ITE
ITE00100554,1768-03-06,TMAX,5.2,41.36,3,ITE
ITE00100554,1768-03-07,TMAX,5.5,41.9,3,ITE
ITE00100554,1768-03-08,TMAX,5.0,41.0,3,ITE
ITE00100554,1768-03-09,TMAX,6.2,43.16,3,ITE
ITE00100554,1768-03-10,TMAX,4.6,40.28,3,ITE
ITE00100554,1768-03-11,TMAX,4.4,39.92,3,ITE
ITE00100554,1768-03-12,TMAX,3.2,37.76,3,ITE
ITE00100554,1768-03-13,TMAX,7.5,45.5,3,ITE
ITE00100554,1768-03-14,TMAX,7.4,45.32,3,ITE
ITE00100554,1768-03-15,TMAX,9.4,48.92,3,ITE
ITE00100554,1768-03-16,TMAX,12.1,53.78,3,ITE
ITE00100554,1768-03-17,TMAX,12.0,53.6,3,ITE
ITE00100554,1768-03-18,TMAX,13.1,55.58,3,ITE
ITE00100554,1768-03-19,TMAX,12.6,54.68,3,ITE
ITE00100554,1768-03-20,TMAX,14.6,58.28,3,ITE
ITE00100554,1768-03-21,TMAX,14.3,57.74,3,ITE
ITE00100554,1768-03-22,TMAX,8.3,46.94,3,ITE
ITE00100554,1768-03-23,TMAX,7.1,44.78,3,ITE
ITE00100554,1768-03-24,TMAX,6.6,43.879999999999995,3,ITE
ITE00100554,1768-03-25,TMAX,9.4,48.92,3,ITE
ITE00100554,1768-03-26,TMAX,11.1,51.980000000000004,3,ITE
ITE00100554,1768-03-27,TMAX,13.2,55.76,3,ITE
ITE00100554,1768-03-28,TMAX,12.9,55.22,3,ITE
ITE00100554,1768-03-29,TMAX,14.6,58.28,3,ITE
ITE00100554,1768-03-30,TMAX,13.9,57.019999999999996,3,ITE
ITE00100554,1768-03-31,TMAX,14.0,57.2,3,ITE
ITE00100554,1768-04-01,TMAX,13.2,55.76,4,ITE
ITE00100554,1768-04-02,TMAX,13.6,56.480000000000004,4,ITE
ITE00100554,1768-04-03,TMAX,13.3,55.94,4,ITE
ITE00100554,1768-04-04,TMAX,12.2,53.96,4,ITE
ITE00100554,1768-04-05,TMAX,12.6,54.68,4,ITE
ITE00100554,1768-04-06,TMAX,12.9,55.22,4,ITE
ITE00100554,1768-04-07,TMAX,12.9,55.22,4,ITE
ITE00100554,1768-04-08,TMAX,12.9,55.22,4,ITE
ITE00100554,1768-04-09,TMAX,15.9,60.620000000000005,4,ITE
ITE00100554,1768-04-10,TMAX,12.6,54.68,4,ITE
ITE00100554,1768-04-11,TMAX,14.7,58.46,4,ITE
ITE00100554,1768-04-12,TMAX,12.2,53.96,4,ITE
ITE00100554,1768-04-13,TMAX,12.2,53.96,4,ITE
ITE00100554,1768-04-14,TMAX,14.0,57.2,4,ITE
ITE00100554,1768-04-15,TMAX,16.8,62.24,4,ITE
ITE00100554,1768-04-16,TMAX,16.9,62.42,4,ITE
ITE00100554,1768-04-17,TMAX,17.2,62.96,4,ITE
ITE00100554,1768-04-18,TMAX,18.2,64.75999999999999,4,ITE
ITE00100554,1768-04-19,TMAX,20.5,68.9,4,ITE
ITE00100554,1768-04-20,TMAX,20.0,68.0,4,ITE
ITE00100554,1768-04-21,TMAX,19.4,66.92,4,ITE
ITE00100554,1768-04-22,TMAX,20.5,68.9,4,ITE
ITE00100554,1768-04-23,TMAX,19.8,67.64,4,ITE
ITE00100554,1768-04-24,TMAX,20.7,69.25999999999999,4,ITE
ITE00100554,1768-04-25,TMAX,20.3,68.53999999999999,4,ITE
ITE00100554,1768-04-26,TMAX,19.3,66.74000000000001,4,ITE
ITE00100554,1768-04-27,TMAX,21.2,70.16,4,ITE
ITE00100554,1768-04-28,TMAX,19.2,66.56,4,ITE
ITE00100554,1768-04-29,TMAX,16.8,62.24,4,ITE
ITE00100554,1768-04-30,TMAX,15.7,60.26,4,ITE
ITE00100554,1768-05-01,TMAX,15.7,60.26,5,ITE
ITE00100554,1768-05-02,TMAX,16.9,62.42,5,ITE
ITE00100554,1768-05-03,TMAX,17.9,64.22,5,ITE
ITE00100554,1768-05-04,TMAX,21.2,70.16,5,ITE
ITE00100554,1768-05-05,TMAX,22.8,73.03999999999999,5,ITE
ITE00100554,1768-05-06,TMAX,20.7,69.25999999999999,5,ITE
ITE00100554,1768-05-07,TMAX,19.1,66.38,5,ITE
ITE00100554,1768-05-08,TMAX,21.1,69.98,5,ITE
ITE00100554,1768-05-09,TMAX,20.9,69.62,5,ITE
ITE00100554,1768-05-10,TMAX,21.9,71.42,5,ITE
