station_identifier,date,observation_type,observation_value,TMAX_F,month,country_code
ITE00100554,1773-01-01,TMAX,5.6,42.08,1,ITE
ITE00100554,1773-01-02,TMAX,4.0,39.2,1,ITE
ITE00100554,1773-01-03,TMAX,3.7,38.66,1,ITE
ITE00100554,1773-01-04,TMAX,1.8,35.24,1,ITE
ITE00100554,1773-01-05,TMAX,1.8,35.24,1,ITE
ITE00100554,1773-01-06,TMAX,3.8,38.84,1,ITE
ITE00100554,1773-01-07,TMAX,2.5,36.5,1,ITE
ITE00100554,1773-01-08,TMAX,2.0,35.6,1,ITE
ITE00100554,1773-01-09,TMAX,1.9,35.42,1,ITE
ITE00100554,1773-01-10,TMAX,3.5,38.3,1,ITE
ITE00100554,1773-01-11,TMAX,2.8,37.04,1,ITE
ITE00100554,1773-01-12,TMAX,3.7,38.66,1,ITE
ITE00100554,1773-01-13,TMAX,3.9,39.019999999999996,1,ITE
ITE00100554,1773-01-14,TMAX,2.7,36.86,1,ITE
ITE00100554,1773-01-15,TMAX,5.8,42.44,1,ITE
ITE00100554,1773-01-16,TMAX,6.8,44.24,1,ITE
ITE00100554,1773-01-17,TMAX,5.0,41.0,1,ITE
ITE00100554,1773-01-18,TMAX,2.2,35.96,1,ITE
ITE00100554,1773-01-19,TMAX,3.7,38.66,1,ITE
ITE00100554,1773-01-20,TMAX,3.8,38.84,1,ITE
ITE00100554,1773-01-21,TMAX,3.6,38.480000000000004,1,ITE
ITE00100554,1773-01-22,TMAX,5.2,41.36,1,ITE
ITE00100554,1773-01-23,TMAX,5.3,41.54,1,ITE
ITE00100554,1773-01-24,TMAX,5.7,42.26,1,ITE
ITE00100554,1773-01-25,TMAX,4.4,39.92,1,ITE
ITE00100554,1773-01-26,TMAX,4.3,39.74,1,ITE
ITE00100554,1773-01-27,TMAX,4.2,39.56,1,ITE
ITE00100554,1773-01-28,TMAX,5.9,42.620000000000005,1,ITE
ITE00100554,1773-01-29,TMAX,7.0,44.6,1,ITE
ITE00100554,1773-01-30,TMAX,6.0,42.8,1,ITE
ITE00100554,1773-01-31,TMAX,5.2,41.36,1,ITE
ITE00100554,1773-02-01,TMAX,4.8,40.64,2,ITE
ITE00100554,1773-02-02,TMAX,4.6,40.28,2,ITE
ITE00100554,1773-02-03,TMAX,3.6,38.480000000000004,2,ITE
ITE00100554,1773-02-04,TMAX,2.8,37.04,2,ITE
ITE00100554,1773-02-05,TMAX,1.0,33.8,2,ITE
ITE00100554,1773-02-06,TMAX,0.8,33.44,2,ITE
ITE00100554,1773-02-07,TMAX,0.5,32.9,2,ITE
ITE00100554,1773-02-08,TMAX,1.6,34.88,2,ITE
ITE00100554,1773-02-09,TMAX,1.9,35.42,2,ITE
ITE00100554,1773-02-10,TMAX,2.6,36.68,2,ITE
ITE00100554,1773-02-11,TMAX,4.6,40.28,2,ITE
ITE00100554,1773-02-12,TMAX,7.2,44.96,2,ITE
ITE00100554,1773-02-13,TMAX,5.7,42.26,2,ITE
ITE00100554,1773-02-14,TMAX,3.9,39.019999999999996,2,ITE
ITE00100554,1773-02-15,TMAX,3.1,37.58,2,ITE
ITE00100554,1773-02-16,TMAX,3.9,39.019999999999996,2,ITE
ITE00100554,1773-02-17,TMAX,4.6,40.28,2,ITE
ITE00100554,1773-02-18,TMAX,5.1,41.18,2,ITE
ITE00100554,1773-02-19,TMAX,5.8,42.44,2,ITE
ITE00100554,1773-02-20,TMAX,4.3,39.74,2,ITE
ITE00100554,1773-02-21,TMAX,5.9,42.620000000000005,2,ITE
ITE00100554,1773-02-22,TMAX,6.1,42.980000000000004,2,ITE
ITE00100554,1773-02-23,TMAX,6.3,43.34,2,ITE
ITE00100554,1773-02-24,TMAX,5.2,41.36,2,ITE
ITE00100554,1773-02-25,TMAX,7.8,46.04,2,ITE
ITE00100554,1773-02-26,TMAX,7.0,44.6,2,ITE
ITE00100554,1773-02-27,TMAX,8.4,47.120000000000005,2,ITE
ITE00100554,1773-02-28,TMAX,8.0,46.4,2,ITE
ITE00100554,1773-03-01,TMAX,9.3,48.74,3,ITE
ITE00100554,1773-03-02,TMAX,9.4,48.92,3,ITE
ITE00100554,1773-03-03,TMAX,10.1,50.18,3,ITE
ITE00100554,1773-03-04,TMAX,10.4,50.72,3,ITE
ITE00100554,1773-03-05,TMAX,10.9,51.620000000000005,3,ITE
ITE00100554,1773-03-06,TMAX,12.5,54.5,3,ITE
ITE00100554,1773-03-07,TMAX,12.4,54.32,3,ITE
ITE00100554,1773-03-08,TMAX,8.2,46.76,3,ITE
ITE00100554,1773-03-09,TMAX,9.6,49.28,3,ITE
ITE00100554,1773-03-10,TMAX,9.5,49.1,3,ITE
ITE00100554,1773-03-11,TMAX,10.9,51.620000000000005,3,ITE
ITE00100554,1773-03-12,TMAX,7.6,45.68,3,ITE
ITE00100554,1773-03-13,TMAX,7.0,44.6,3,ITE
ITE00100554,1773-03-14,TMAX,6.1,42.980000000000004,3,ITE
ITE00100554,1773-03-15,TMAX,4.8,40.64,3,ITE
ITE00100554,1773-03-16,TMAX,5.7,42.26,3,ITE
ITE00100554,1773-03-17,TMAX,7.6,45.68,3,ITE
ITE00100554,1773-03-18,TMAX,9.1,48.379999999999995,3,ITE
ITE00100554,1773-03-19,TMAX,8.5,47.3,3,ITE
ITE00100554,1773-03-20,TMAX,10.2,50.36,3,ITE
ITE00100554,1773-03-21,TMAX,11.0,51.8,3,ITE
ITE00100554,1773-03-22,TMAX,11.7,53.06,3,ITE
ITE00100554,1773-03-23,TMAX,11.5,52.7,3,ITE
ITE00100554,1773-03-24,TMAX,12.3,54.14,3,ITE
ITE00100554,1773-03-25,TMAX,13.3,55.94,3,ITE
ITE00100554,1773-03-26,TMAX,12.5,54.5,3,ITE
ITE00100554,1773-03-27,TMAX,14.0,57.2,3,ITE
ITE00100554,1773-03-28,TMAX,9.6,49.28,3,ITE
ITE00100554,1773-03-29,TMAX,8.6,47.480000000000004,3,ITE
ITE00100554,1773-03-30,TMAX,9.7,49.46,3,ITE
ITE00100554,1773-03-31,TMAX,9.4,48.92,3,ITE
ITE00100554,1773-04-01,TMAX,9.8,49.64,4,ITE
ITE00100554,1773-04-02,TMAX,8.5,47.3,4,ITE
ITE00100554,1773-04-03,TMAX,9.7,49.46,4,ITE
ITE00100554,1773-04-04,TMAX,12.8,55.040000000000006,4,ITE
ITE00100554,1773-04-05,TMAX,12.9,55.22,4,ITE
ITE00100554,1773-04-06,TMAX,12.4,54.32,4,ITE
ITE00100554,1773-04-07,TMAX,13.6,56.480000000000004,4,ITE
ITE00100554,1773-04-08,TMAX,12.7,54.86,4,ITE
ITE00100554,1773-04-09,TMAX,13.4,56.120000000000005,4,ITE
ITE00100554,1773-04-10,TMAX,16.1,60.980000000000004,4,ITE
ITE00100554,1773-04-11,TMAX,17.6,63.68000000000001,4,ITE
ITE00100554,1773-04-12,TMAX,16.6,61.88,4,ITE
ITE00100554,1773-04-13,TMAX,15.9,60.620000000000005,4,ITE
ITE00100554,1773-04-14,TMAX,14.8,58.64,4,ITE
ITE00100554,1773-04-15,TMAX,14.7,58.46,4,ITE
ITE00100554,1773-04-16,TMAX,13.3,55.94,4,ITE
ITE00100554,1773-04-17,TMAX,15.8,60.44,4,ITE
ITE00100554,1773-04-18,TMAX,17.0,62.6,4,ITE
ITE00100554,1773-04-19,TMAX,17.5,63.5,4,ITE
ITE00100554,1773-04-20,TMAX,19.4,66.92,4,ITE
ITE00100554,1773-04-21,TMAX,19.8,67.64,4,ITE
ITE00100554,1773-04-22,TMAX,21.4,70.52,4,ITE
ITE00100554,1773-04-23,TMAX,22.4,72.32,4,ITE
ITE00100554,1773-04-24,TMAX,19.0,66.2,4,ITE
ITE00100554,1773-04-25,TMAX,14.7,58.46,4,ITE
ITE00100554,1773-04-26,TMAX,14.7,58.46,4,ITE
ITE00100554,1773-04-27,TMAX,13.9,57.019999999999996,4,ITE
ITE00100554,1773-04-28,TMAX,17.4,63.31999999999999,4,ITE
ITE00100554,1773-04-29,TMAX,18.0,64.4,4,ITE
ITE00100554,1773-04-30,TMAX,16.8,62.24,4,ITE
ITE00100554,1773-05-01,TMAX,15.9,60.620000000000005,5,ITE
ITE00100554,1773-05-02,TMAX,18.1,64.58000000000001,5,ITE
ITE00100554,1773-05-03,TMAX,17.5,63.5,5,ITE
ITE00100554,1773-05-04,TMAX,16.0,60.8,5,ITE
ITE00100554,1773-05-05,TMAX,12.4,54.32,5,ITE
ITE00100554,1773-05-06,TMAX,14.1,57.379999999999995,5,ITE
ITE00100554,1773-05-07,TMAX,14.1,57.379999999999995,5,ITE
ITE00100554,1773-05-08,TMAX,15.3,59.540000000000006,5,ITE
ITE00100554,1773-05-09,TMAX,16.7,62.06,5,ITE
ITE00100554,1773-05-10,TMAX,17.6,63.68000000000001,5,ITE
ITE00100554,1773-05-11,TMAX,15.6,60.08,5,ITE
ITE00100554,1773-05-12,TMAX,14.4,57.92,5,ITE
ITE00100554,1773-05-13,TMAX,18.4,65.12,5,ITE
ITE00100554,1773-05-14,TMAX,19.8,67.64,5,ITE
ITE00100554,1773-05-15,TMAX,22.2,71.96000000000001,5,ITE
ITE00100554,1773-05-16,TMAX,22.8,73.03999999999999,5,ITE
ITE00100554,1773-05-17,TMAX,23.2,73.75999999999999,5,ITE
ITE00100554,1773-05-18,TMAX,24.8,76.64,5,ITE
ITE00100554,1773-05-19,TMAX,24.9,76.82,5,ITE
ITE00100554,1773-05-20,TMAX,24.3,75.74000000000001,5,ITE
ITE00100554,1773-05-21,TMAX,25.3,77.53999999999999,5,ITE
ITE00100554,1773-05-22,TMAX,26.2,79.16,5,ITE
ITE00100554,1773-05-23,TMAX,23.3,73.94,5,ITE
ITE00100554,1773-05-24,TMAX,21.6,70.88,5,ITE
ITE00100554,1773-05-25,TMAX,20.7,69.25999999999999,5,ITE
ITE00100554,1773-05-26,TMAX,19.1,66.38,5,ITE
ITE00100554,1773-05-27,TMAX,19.1,66.38,5,ITE
ITE00100554,1773-05-28,TMAX,19.0,66.2,5,ITE
ITE00100554,1773-05-29,TMAX,21.5,70.7,5,ITE
ITE00100554,1773-05-30,TMAX,23.6,74.48,5,ITE
ITE00100554,1773-05-31,TMAX,23.7,74.66,5,ITE
ITE00100554,1773-06-01,TMAX,24.4,75.92,6,ITE
ITE00100554,1773-06-02,TMAX,24.1,75.38,6,ITE
ITE00100554,1773-06-03,TMAX,24.2,75.56,6,ITE
ITE00100554,1773-06-04,TMAX,20.4,68.72,6,ITE
ITE00100554,1773-06-05,TMAX,20.5,68.9,6,ITE
ITE00100554,1773-06-06,TMAX,22.8,73.03999999999999,6,ITE
ITE00100554,1773-06-07,TMAX,23.2,73.75999999999999,6,ITE
ITE00100554,1773-06-08,TMAX,23.9,75.02,6,ITE
ITE00100554,1773-06-09,TMAX,25.4,77.72,6,ITE
ITE00100554,1773-06-10,TMAX,23.2,73.75999999999999,6,ITE
ITE00100554,1773-06-11,TMAX,24.6,76.28,6,ITE
ITE00100554,1773-06-12,TMAX,22.5,72.5,6,ITE
ITE00100554,1773-06-13,TMAX,21.9,71.42,6,ITE
ITE00100554,1773-06-14,TMAX,21.2,70.16,6,ITE
ITE00100554,1773-06-15,TMAX,23.1,73.58000000000001,6,ITE
ITE00100554,1773-06-16,TMAX,26.2,79.16,6,ITE
ITE00100554,1773-06-17,TMAX,26.9,80.42,6,ITE
ITE00100554,1773-06-18,TMAX,23.1,73.58000000000001,6,ITE
ITE00100554,1773-06-19,TMAX,19.4,66.92,6,ITE
ITE00100554,1773-06-20,TMAX,21.3,70.34,6,ITE
ITE00100554,1773-06-21,TMAX,23.9,75.02,6,ITE
ITE00100554,1773-06-22,TMAX,22.4,72.32,6,ITE
ITE00100554,1773-06-23,TMAX,22.7,72.86,6,ITE
ITE00100554,1773-06-24,TMAX,23.1,73.58000000000001,6,ITE
ITE00100554,1773-06-25,TMAX,25.4,77.72,6,ITE
ITE00100554,1773-06-26,TMAX,21.7,71.06,6,ITE
ITE00100554,1773-06-27,TMAX,21.1,69.98,6,ITE
ITE00100554,1773-06-28,TMAX,23.9,75.02,6,ITE
ITE00100554,1773-06-29,TMAX,23.8,74.84,6,ITE
ITE00100554,1773-06-30,TMAX,23.0,73.4,6,ITE
ITE00100554,1773-07-01,TMAX,23.8,74.84,7,ITE
ITE00100554,1773-07-02,TMAX,23.1,73.58000000000001,7,ITE
ITE00100554,1773-07-03,TMAX,23.0,73.4,7,ITE
ITE00100554,1773-07-04,TMAX,23.3,73.94,7,ITE
ITE00100554,1773-07-05,TMAX,22.1,71.78,7,ITE
ITE00100554,1773-07-06,TMAX,21.1,69.98,7,ITE
ITE00100554,1773-07-07,TMAX,22.7,72.86,7,ITE
ITE00100554,1773-07-08,TMAX,21.8,71.24000000000001,7,ITE
ITE00100554,1773-07-09,TMAX,22.1,71.78,7,ITE
ITE00100554,1773-07-10,TMAX,24.1,75.38,7,ITE
ITE00100554,1773-07-11,TMAX,23.8,74.84,7,ITE
ITE00100554,1773-07-12,TMAX,27.6,81.68,7,ITE
ITE00100554,1773-07-13,TMAX,27.6,81.68,7,ITE
ITE00100554,1773-07-14,TMAX,27.6,81.68,7,ITE
ITE00100554,1773-07-15,TMAX,29.0,84.2,7,ITE
ITE00100554,1773-07-16,TMAX,28.1,82.58000000000001,7,ITE
ITE00100554,1773-07-17,TMAX,29.7,85.46000000000001,7,ITE
ITE00100554,1773-07-18,TMAX,29.6,85.28,7,ITE
ITE00100554,1773-07-19,TMAX,29.0,84.2,7,ITE
ITE00100554,1773-07-20,TMAX,26.4,79.52,7,ITE
ITE00100554,1773-07-21,TMAX,28.2,82.75999999999999,7,ITE
ITE00100554,1773-07-22,TMAX,26.6,79.88,7,ITE
ITE00100554,1773-07-23,TMAX,27.5,81.5,7,ITE
ITE00100554,1773-07-24,TMAX,27.5,81.5,7,ITE
ITE00100554,1773-07-25,TMAX,28.1,82.58000000000001,7,ITE
ITE00100554,1773-07-26,TMAX,27.2,80.96000000000001,7,ITE
ITE00100554,1773-07-27,TMAX,24.3,75.74000000000001,7,ITE
ITE00100554,1773-07-28,TMAX,24.4,75.92,7,ITE
ITE00100554,1773-07-29,TMAX,24.1,75.38,7,ITE
ITE00100554,1773-07-30,TMAX,24.2,75.56,7,ITE
ITE00100554,1773-07-31,TMAX,25.2,77.36,7,ITE
ITE00100554,1773-08-01,TMAX,25.6,78.08000000000001,8,ITE
ITE00100554,1773-08-02,TMAX,27.8,82.03999999999999,8,ITE
ITE00100554,1773-08-03,TMAX,25.7,78.25999999999999,8,ITE
ITE00100554,1773-08-04,TMAX,25.7,78.25999999999999,8,ITE
ITE00100554,1773-08-05,TMAX,25.1,77.18,8,ITE
ITE00100554,1773-08-06,TMAX,24.5,76.1,8,ITE
ITE00100554,1773-08-07,TMAX,26.2,79.16,8,ITE
ITE00100554,1773-08-08,TMAX,23.9,75.02,8,ITE
ITE00100554,1773-08-09,TMAX,26.3,79.34,8,ITE
ITE00100554,1773-08-10,TMAX,26.3,79.34,8,ITE
ITE00100554,1773-08-11,TMAX,26.9,80.42,8,ITE
ITE00100554,1773-08-12,TMAX,28.2,82.75999999999999,8,ITE
ITE00100554,1773-08-13,TMAX,27.8,82.03999999999999,8,ITE
ITE00100554,1773-08-14,TMAX,29.4,84.92,8,ITE
ITE00100554,1773-08-15,TMAX,26.6,79.88,8,ITE
ITE00100554,1773-08-16,TMAX,27.6,81.68,8,ITE
ITE00100554,1773-08-17,TMAX,26.3,79.34,8,ITE
ITE00100554,1773-08-18,TMAX,24.2,75.56,8,ITE
ITE00100554,1773-08-19,TMAX,22.6,72.68,8,ITE
ITE00100554,1773-08-20,TMAX,21.7,71.06,8,ITE
ITE00100554,1773-08-21,TMAX,22.8,73.03999999999999,8,ITE
ITE00100554,1773-08-22,TMAX,22.9,73.22,8,ITE
ITE00100554,1773-08-23,TMAX,22.1,71.78,8,ITE
ITE00100554,1773-08-24,TMAX,22.1,71.78,8,ITE
ITE00100554,1773-08-25,TMAX,23.3,73.94,8,ITE
ITE00100554,1773-08-26,TMAX,24.0,75.2,8,ITE
ITE00100554,1773-08-27,TMAX,24.5,76.1,8,ITE
ITE00100554,1773-08-28,TMAX,24.7,76.46000000000001,8,ITE
ITE00100554,1773-08-29,TMAX,24.1,75.38,8,ITE
ITE00100554,1773-08-30,TMAX,23.2,73.75999999999999,8,ITE
ITE00100554,1773-08-31,TMAX,23.5,74.30000000000001,8,ITE
ITE00100554,1773-09-01,TMAX,22.4,72.32,9,ITE
