station_identifier,date,observation_type,observation_value,TMAX_F,month,country_code
ITE00100554,1767-01-01,TMAX,-0.3,31.46,1,ITE
ITE00100554,1767-01-02,TMAX,-0.1,31.82,1,ITE
ITE00100554,1767-01-03,TMAX,-1.3,29.66,1,ITE
ITE00100554,1767-01-04,TMAX,0.8,33.44,1,ITE
ITE00100554,1767-01-05,TMAX,-0.6,30.92,1,ITE
ITE00100554,1767-01-06,TMAX,-5.0,23.0,1,ITE
ITE00100554,1767-01-07,TMAX,-11.0,12.2,1,ITE
ITE00100554,1767-01-08,TMAX,-6.5,20.299999999999997,1,ITE
ITE00100554,1767-01-09,TMAX,-3.8,25.16,1,ITE
ITE00100554,1767-01-10,TMAX,-0.4,31.28,1,ITE
ITE00100554,1767-01-11,TMAX,-9.3,15.259999999999998,1,ITE
ITE00100554,1767-01-12,TMAX,-5.9,21.38,1,ITE
ITE00100554,1767-01-13,TMAX,-8.3,17.06,1,ITE
ITE00100554,1767-01-14,TMAX,-3.2,26.24,1,ITE
ITE00100554,1767-01-15,TMAX,-1.2,29.84,1,ITE
ITE00100554,1767-01-16,TMAX,-3.9,24.98,1,ITE
ITE00100554,1767-01-17,TMAX,-1.5,29.3,1,ITE
ITE00100554,1767-01-18,TMAX,0.6,33.08,1,ITE
ITE00100554,1767-01-19,TMAX,-3.4,25.88,1,ITE
ITE00100554,1767-01-20,TMAX,-3.6,25.52,1,ITE
ITE00100554,1767-01-21,TMAX,-0.6,30.92,1,ITE
ITE00100554,1767-01-22,TMAX,-4.1,24.62,1,ITE
ITE00100554,1767-01-23,TMAX,-3.7,25.34,1,ITE
ITE00100554,1767-01-24,TMAX,-5.4,22.28,1,ITE
ITE00100554,1767-01-25,TMAX,-5.1,22.82,1,ITE
ITE00100554,1767-01-26,TMAX,-5.6,21.92,1,ITE
ITE00100554,1767-01-27,TMAX,-4.8,23.36,1,ITE
ITE00100554,1767-01-28,TMAX,-4.5,23.9,1,ITE
ITE00100554,1767-01-29,TMAX,-1.0,30.2,1,ITE
ITE00100554,1767-01-30,TMAX,-0.7,30.74,1,ITE
ITE00100554,1767-01-31,TMAX,-0.3,31.46,1,ITE
ITE00100554,1767-02-01,TMAX,-0.8,30.56,2,ITE
ITE00100554,1767-02-02,TMAX,-0.7,30.74,2,ITE
ITE00100554,1767-02-03,TMAX,0.7,33.26,2,ITE
ITE00100554,1767-02-04,TMAX,-2.2,28.04,2,ITE
ITE00100554,1767-02-05,TMAX,3.2,37.76,2,ITE
ITE00100554,1767-02-06,TMAX,3.7,38.66,2,ITE
ITE00100554,1767-02-07,TMAX,4.2,39.56,2,ITE
ITE00100554,1767-02-08,TMAX,4.7,40.46,2,ITE
ITE00100554,1767-02-09,TMAX,4.9,40.82,2,ITE
ITE00100554,1767-02-10,TMAX,1.3,34.34,2,ITE
ITE00100554,1767-02-11,TMAX,4.4,39.92,2,ITE
ITE00100554,1767-02-12,TMAX,2.5,36.5,2,ITE
ITE00100554,1767-02-13,TMAX,5.0,41.0,2,ITE
ITE00100554,1767-02-14,TMAX,4.2,39.56,2,ITE
ITE00100554,1767-02-15,TMAX,5.6,42.08,2,ITE
ITE00100554,1767-02-16,TMAX,7.6,45.68,2,ITE
ITE00100554,1767-02-17,TMAX,7.1,44.78,2,ITE
ITE00100554,1767-02-18,TMAX,8.7,47.66,2,ITE
