station_identifier,date,observation_type,observation_value,TMAX_F,month,country_code
ITE00100550,1864-01-01,TMAX,1.0,33.8,1,ITE
SZ000006717,1864-01-01,TMAX,-8.2,17.240000000000002,1,SZ
UK000056225,1864-01-01,TMAX,0.5,32.9,1,UK
UK000047811,1864-01-01,TMAX,5.9,42.620000000000005,1,UK
AU000005901,1864-01-01,TMAX,-5.0,23.0,1,AU
ASN00066062,1864-01-01,TMAX,24.4,75.92,1,ASN
ITE00100554,1864-01-01,TMAX,1.7,35.06,1,ITE
GM000004204,1864-01-01,TMAX,-6.8,19.759999999999998,1,GM
GME00125218,1864-01-01,TMAX,-8.1,17.42,1,GME
BE000006447,1864-01-01,TMAX,-2.3,27.86,1,BE
EIE00101859,1864-01-01,TMAX,9.4,48.92,1,EIE
CA006158350,1864-01-01,TMAX,1.1,33.98,1,CA
ASN00086071,1864-01-01,TMAX,21.4,70.52,1,ASN
EZE00100082,1864-01-01,TMAX,-9.2,15.440000000000001,1,EZE
ASN00066062,1864-01-02,TMAX,26.6,79.88,1,ASN
SZ000006717,1864-01-02,TMAX,-10.7,12.740000000000002,1,SZ
UK000056225,1864-01-02,TMAX,-0.1,31.82,1,UK
UK000047811,1864-01-02,TMAX,4.2,39.56,1,UK
GM000004204,1864-01-02,TMAX,-6.3,20.66,1,GM
AU000005901,1864-01-02,TMAX,-7.0,19.4,1,AU
ITE00100554,1864-01-02,TMAX,-0.3,31.46,1,ITE
EIE00101859,1864-01-02,TMAX,7.8,46.04,1,EIE
GME00125218,1864-01-02,TMAX,-7.1,19.22,1,GME
AGE00135039,1864-01-02,TMAX,14.0,57.2,1,AGE
BE000006447,1864-01-02,TMAX,-2.5,27.5,1,BE
CA006158350,1864-01-02,TMAX,-16.1,3.019999999999996,1,CA
ASN00086071,1864-01-02,TMAX,23.4,74.12,1,ASN
ITE00100550,1864-01-02,TMAX,0.8,33.44,1,ITE
EZE00100082,1864-01-02,TMAX,-9.8,14.36,1,EZE
ASN00066062,1864-01-03,TMAX,24.6,76.28,1,ASN
SZ000006717,1864-01-03,TMAX,-16.5,2.3000000000000007,1,SZ
UK000056225,1864-01-03,TMAX,-1.8,28.759999999999998,1,UK
UK000047811,1864-01-03,TMAX,4.1,39.38,1,UK
AU000005901,1864-01-03,TMAX,-7.5,18.5,1,AU
ITE00100554,1864-01-03,TMAX,-0.7,30.74,1,ITE
GM000004204,1864-01-03,TMAX,-6.6,20.12,1,GM
GME00125218,1864-01-03,TMAX,-7.1,19.22,1,GME
BE000006447,1864-01-03,TMAX,-3.6,25.52,1,BE
EIE00101859,1864-01-03,TMAX,6.7,44.06,1,EIE
EZE00100082,1864-01-03,TMAX,-9.1,15.620000000000001,1,EZE
CA006158350,1864-01-03,TMAX,-10.6,12.920000000000002,1,CA
ASN00086071,1864-01-03,TMAX,33.9,93.02,1,ASN
ITE00100550,1864-01-03,TMAX,-2.8,26.96,1,ITE
UK000056225,1864-01-04,TMAX,-1.6,29.12,1,UK
UK000047811,1864-01-04,TMAX,4.3,39.74,1,UK
GM000004204,1864-01-04,TMAX,-12.1,10.219999999999999,1,GM
AU000005901,1864-01-04,TMAX,-6.5,20.299999999999997,1,AU
ASN00066062,1864-01-04,TMAX,34.3,93.74,1,ASN
ITE00100554,1864-01-04,TMAX,-0.9,30.38,1,ITE
EZE00100082,1864-01-04,TMAX,-9.2,15.440000000000001,1,EZE
SZ000006717,1864-01-04,TMAX,-10.5,13.099999999999998,1,SZ
AGE00135039,1864-01-04,TMAX,9.0,48.2,1,AGE
BE000006447,1864-01-04,TMAX,-6.1,21.02,1,BE
EIE00101859,1864-01-04,TMAX,7.8,46.04,1,EIE
CA006158350,1864-01-04,TMAX,-8.9,15.98,1,CA
ASN00086071,1864-01-04,TMAX,22.1,71.78,1,ASN
ITE00100550,1864-01-04,TMAX,0.0,32.0,1,ITE
GME00125218,1864-01-04,TMAX,-11.5,11.3,1,GME
SZ000006717,1864-01-05,TMAX,-11.1,12.02,1,SZ
UK000056225,1864-01-05,TMAX,-3.8,25.16,1,UK
UK000047811,1864-01-05,TMAX,2.4,36.32,1,UK
GM000004204,1864-01-05,TMAX,-12.5,9.5,1,GM
AU000005901,1864-01-05,TMAX,-6.5,20.299999999999997,1,AU
ASN00066062,1864-01-05,TMAX,28.4,83.12,1,ASN
ITE00100554,1864-01-05,TMAX,-1.2,29.84,1,ITE
EZE00100082,1864-01-05,TMAX,-10.5,13.099999999999998,1,EZE
AGE00135039,1864-01-05,TMAX,9.5,49.1,1,AGE
BE000006447,1864-01-05,TMAX,-3.1,26.42,1,BE
EIE00101859,1864-01-05,TMAX,1.1,33.98,1,EIE
CA006158350,1864-01-05,TMAX,-6.7,19.939999999999998,1,CA
ASN00086071,1864-01-05,TMAX,21.9,71.42,1,ASN
ITE00100550,1864-01-05,TMAX,-1.9,28.58,1,ITE
GME00125218,1864-01-05,TMAX,-9.6,14.719999999999999,1,GME
ITE00100554,1864-01-06,TMAX,-1.2,29.84,1,ITE
SZ000006717,1864-01-06,TMAX,-7.6,18.32,1,SZ
UK000056225,1864-01-06,TMAX,-2.0,28.4,1,UK
UK000047811,1864-01-06,TMAX,0.2,32.36,1,UK
AU000005901,1864-01-06,TMAX,-4.3,24.259999999999998,1,AU
ASN00066062,1864-01-06,TMAX,23.9,75.02,1,ASN
EZE00100082,1864-01-06,TMAX,-9.1,15.620000000000001,1,EZE
GM000004204,1864-01-06,TMAX,-10.3,13.459999999999997,1,GM
AGE00135039,1864-01-06,TMAX,11.5,52.7,1,AGE
ITE00100550,1864-01-06,TMAX,-1.3,29.66,1,ITE
ASN00086071,1864-01-06,TMAX,18.8,65.84,1,ASN
CA006158350,1864-01-06,TMAX,-8.9,15.98,1,CA
GME00125218,1864-01-06,TMAX,-7.6,18.32,1,GME
EIE00101859,1864-01-06,TMAX,1.7,35.06,1,EIE
BE000006447,1864-01-06,TMAX,-2.2,28.04,1,BE
UK000056225,1864-01-07,TMAX,0.2,32.36,1,UK
UK000047811,1864-01-07,TMAX,0.3,32.54,1,UK
GM000004204,1864-01-07,TMAX,-8.3,17.06,1,GM
AU000005901,1864-01-07,TMAX,-4.8,23.36,1,AU
ASN00066062,1864-01-07,TMAX,22.2,71.96000000000001,1,ASN
ITE00100554,1864-01-07,TMAX,-0.2,31.64,1,ITE
EZE00100082,1864-01-07,TMAX,-10.5,13.099999999999998,1,EZE
SZ000006717,1864-01-07,TMAX,-8.5,16.7,1,SZ
AGE00135039,1864-01-07,TMAX,12.5,54.5,1,AGE
BE000006447,1864-01-07,TMAX,-2.7,27.14,1,BE
EIE00101859,1864-01-07,TMAX,3.3,37.94,1,EIE
CA006158350,1864-01-07,TMAX,-8.3,17.06,1,CA
ASN00086071,1864-01-07,TMAX,24.3,75.74000000000001,1,ASN
ITE00100550,1864-01-07,TMAX,-0.4,31.28,1,ITE
GME00125218,1864-01-07,TMAX,-6.5,20.299999999999997,1,GME
SZ000006717,1864-01-08,TMAX,-9.6,14.719999999999999,1,SZ
UK000056225,1864-01-08,TMAX,4.4,39.92,1,UK
UK000047811,1864-01-08,TMAX,1.1,33.98,1,UK
GM000004204,1864-01-08,TMAX,-3.5,25.7,1,GM
AU000005901,1864-01-08,TMAX,-4.5,23.9,1,AU
ASN00066062,1864-01-08,TMAX,23.3,73.94,1,ASN
ITE00100554,1864-01-08,TMAX,1.0,33.8,1,ITE
EZE00100082,1864-01-08,TMAX,-8.3,17.06,1,EZE
AGE00135039,1864-01-08,TMAX,15.0,59.0,1,AGE
BE000006447,1864-01-08,TMAX,1.8,35.24,1,BE
EIE00101859,1864-01-08,TMAX,1.7,35.06,1,EIE
ASN00086071,1864-01-08,TMAX,35.9,96.62,1,ASN
ITE00100550,1864-01-08,TMAX,1.3,34.34,1,ITE
GME00125218,1864-01-08,TMAX,-4.3,24.259999999999998,1,GME
CA006158350,1864-01-08,TMAX,-10.0,14.0,1,CA
SZ000006717,1864-01-09,TMAX,-9.4,15.079999999999998,1,SZ
ITE00100554,1864-01-09,TMAX,0.5,32.9,1,ITE
UK000056225,1864-01-09,TMAX,5.8,42.44,1,UK
UK000047811,1864-01-09,TMAX,5.8,42.44,1,UK
GM000004204,1864-01-09,TMAX,-6.6,20.12,1,GM
AU000005901,1864-01-09,TMAX,-8.5,16.7,1,AU
ASN00066062,1864-01-09,TMAX,25.6,78.08000000000001,1,ASN
GME00125218,1864-01-09,TMAX,-6.3,20.66,1,GME
AGE00135039,1864-01-09,TMAX,14.5,58.1,1,AGE
BE000006447,1864-01-09,TMAX,3.5,38.3,1,BE
EIE00101859,1864-01-09,TMAX,3.3,37.94,1,EIE
CA006158350,1864-01-09,TMAX,-9.4,15.079999999999998,1,CA
ASN00086071,1864-01-09,TMAX,30.0,86.0,1,ASN
ITE00100550,1864-01-09,TMAX,1.3,34.34,1,ITE
EZE00100082,1864-01-09,TMAX,-6.5,20.299999999999997,1,EZE
SZ000006717,1864-01-10,TMAX,-7.3,18.86,1,SZ
UK000056225,1864-01-10,TMAX,7.2,44.96,1,UK
UK000047811,1864-01-10,TMAX,7.4,45.32,1,UK
GM000004204,1864-01-10,TMAX,-6.4,20.479999999999997,1,GM
AU000005901,1864-01-10,TMAX,-6.6,20.12,1,AU
ASN00066062,1864-01-10,TMAX,30.4,86.72,1,ASN
ITE00100554,1864-01-10,TMAX,0.7,33.26,1,ITE
EZE00100082,1864-01-10,TMAX,-7.9,17.78,1,EZE
GME00125218,1864-01-10,TMAX,-9.4,15.079999999999998,1,GME
BE000006447,1864-01-10,TMAX,4.2,39.56,1,BE
EIE00101859,1864-01-10,TMAX,5.0,41.0,1,EIE
CA006158350,1864-01-10,TMAX,-7.2,19.04,1,CA
ASN00086071,1864-01-10,TMAX,20.5,68.9,1,ASN
ITE00100550,1864-01-10,TMAX,0.6,33.08,1,ITE
SZ000006717,1864-01-11,TMAX,-5.8,21.560000000000002,1,SZ
UK000056225,1864-01-11,TMAX,5.4,41.72,1,UK
UK000047811,1864-01-11,TMAX,8.0,46.4,1,UK
GM000004204,1864-01-11,TMAX,-9.5,14.899999999999999,1,GM
AU000005901,1864-01-11,TMAX,-4.5,23.9,1,AU
ASN00066062,1864-01-11,TMAX,24.1,75.38,1,ASN
ITE00100554,1864-01-11,TMAX,-0.4,31.28,1,ITE
ITE00100550,1864-01-11,TMAX,-1.5,29.3,1,ITE
GME00125218,1864-01-11,TMAX,-8.3,17.06,1,GME
AGE00135039,1864-01-11,TMAX,13.5,56.3,1,AGE
